Commodities,Countries,Time,Customs Value (Gen) ($US) (Default Member),Customs Value (Cons) ($US)
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Singapore,2014,93070395,93070395.0
8110 Antimony And Artcls Throf Incl Waste And Scrap,Thailand,2017,502379,502379.0
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Taiwan,2013,524692,524692.0
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Thailand,2020,85675,85675.0
2820 Manganese Oxides,"Korea, South",2017,8163915,8163915.0
7226 Fl-rl Alloy Steel Nesoi Un 600mm Wide,Japan,2012,46780289,46780289.0
"3910 Silicones, In Primary Forms",Taiwan,2014,1803767,1803767.0
7225 Fl-rl Alloy Steel Nesoi Nun 600mm Wide,Taiwan,2011,10359965,10359965.0
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Malaysia,2014,218220,218220.0
7225 Fl-rl Alloy Steel Nesoi Nun 600mm Wide,Malaysia,2018,999376,999376.0
"2801 Fluorine, Chlorine, Bromine & Iodine","Korea, South",2011,617017,617017.0
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",Taiwan,2020,1309157,1248391.0
"3910 Silicones, In Primary Forms",Philippines,2012,609,609.0
2820 Manganese Oxides,"Korea, South",2020,2641319,2641319.0
"3910 Silicones, In Primary Forms",Indonesia,2018,967,967.0
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Philippines,2011,132126,132126.0
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles",Hong Kong,2019,140217,140217.0
"3910 Silicones, In Primary Forms","Korea, South",2012,10981950,10704986.0
"3910 Silicones, In Primary Forms",Philippines,2020,3415,3415.0
2604 Nickel Ores And Concentrates,Hong Kong,2019,5820,5820.0
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Singapore,2011,40101654,40101654.0
"8111 Manganese And Artcles Thereof, Inc Waste And Scrap",Japan,2012,157671,157671.0
"3910 Silicones, In Primary Forms",Hong Kong,2016,3120,3120.0
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Taiwan,2017,7342178,7342178.0
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Japan,2012,275832135,275895903.0
7225 Fl-rl Alloy Steel Nesoi Nun 600mm Wide,Japan,2017,113351266,112832549.0
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",Taiwan,2013,245191,245191.0
"8108 Titanium & Articles Thereof, Includ Waste & Scrap","Korea, South",2013,4261986,4261986.0
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles",Laos,2015,263750,263750.0
8110 Antimony And Artcls Throf Incl Waste And Scrap,Vietnam,2019,8144951,8144951.0
"8108 Titanium & Articles Thereof, Includ Waste & Scrap","Korea, South",2015,16907759,16907759.0
8110 Antimony And Artcls Throf Incl Waste And Scrap,"Korea, South",2019,14535,14535.0
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",Taiwan,2012,710010,710010.0
"8108 Titanium & Articles Thereof, Includ Waste & Scrap","Korea, South",2017,10145953,10145953.0
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Japan,2019,279098052,277283077.0
2504 Natural Graphite,Singapore,2017,5593,5593.0
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",Hong Kong,2014,4529,4529.0
7226 Fl-rl Alloy Steel Nesoi Un 600mm Wide,Japan,2015,30110253,29129343.0
2605 Cobalt Ores And Concentrates,Taiwan,2018,509275,509275.0
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Thailand,2017,96598,96598.0
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",Malaysia,2013,4800,4800.0
8110 Antimony And Artcls Throf Incl Waste And Scrap,Thailand,2016,274000,274000.0
"2801 Fluorine, Chlorine, Bromine & Iodine",Taiwan,2016,2700,2700.0
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Vietnam,2013,74312,74312.0
7225 Fl-rl Alloy Steel Nesoi Nun 600mm Wide,Japan,2014,232625454,235597798.0
2604 Nickel Ores And Concentrates,Japan,2018,6020,6020.0
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Taiwan,2013,7930823,7913649.0
2846 Rare-earth Metal Compounds Of Yttrium Or Scandium,Malaysia,2012,906906,906906.0
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap","Korea, South",2017,300109,300109.0
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles",Indonesia,2011,13765,13765.0
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Philippines,2019,8033,8033.0
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Hong Kong,2017,2700,2700.0
2846 Rare-earth Metal Compounds Of Yttrium Or Scandium,Laos,2012,750250,750250.0
"2801 Fluorine, Chlorine, Bromine & Iodine",Taiwan,2012,46268,46268.0
7225 Fl-rl Alloy Steel Nesoi Nun 600mm Wide,Japan,2018,103163569,103163569.0
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Philippines,2012,61525,61525.0
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",Hong Kong,2017,4139108,4139108.0
"3910 Silicones, In Primary Forms",Taiwan,2018,2535752,2447913.0
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",Malaysia,2020,5955,5955.0
2846 Rare-earth Metal Compounds Of Yttrium Or Scandium,Singapore,2017,90850,90850.0
7226 Fl-rl Alloy Steel Nesoi Un 600mm Wide,Japan,2017,74813953,73820450.0
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Philippines,2014,37376,37376.0
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles",Laos,2012,72953,72953.0
"8111 Manganese And Artcles Thereof, Inc Waste And Scrap",Japan,2019,2378033,2378033.0
7225 Fl-rl Alloy Steel Nesoi Nun 600mm Wide,Japan,2011,265637284,261078509.0
"3910 Silicones, In Primary Forms",Vietnam,2019,533321,533321.0
2614 Titanium Ores And Concentrates,"Korea, South",2011,51960,51960.0
"3910 Silicones, In Primary Forms",Taiwan,2012,1315700,1315700.0
7226 Fl-rl Alloy Steel Nesoi Un 600mm Wide,Taiwan,2020,8303,8303.0
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",Singapore,2019,982423,982423.0
2820 Manganese Oxides,Japan,2020,9558233,9558233.0
"2801 Fluorine, Chlorine, Bromine & Iodine","Korea, South",2017,1299326,1299326.0
8110 Antimony And Artcls Throf Incl Waste And Scrap,Vietnam,2014,1371531,1371531.0
2820 Manganese Oxides,Singapore,2015,352830,352830.0
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Philippines,2020,40602,40602.0
2846 Rare-earth Metal Compounds Of Yttrium Or Scandium,"Korea, South",2018,8456914,1211638.0
"8111 Manganese And Artcles Thereof, Inc Waste And Scrap",Hong Kong,2016,372710,372710.0
8110 Antimony And Artcls Throf Incl Waste And Scrap,Vietnam,2016,3246581,3246581.0
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles",Malaysia,2015,113120,113120.0
2602 Manganese Ores A Concntrts Inc Ferr Mangn Iron Ore,Japan,2014,6000,6000.0
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Hong Kong,2018,366626,366626.0
"3910 Silicones, In Primary Forms",Philippines,2011,5507,5507.0
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",Japan,2016,42109620,42079373.0
2846 Rare-earth Metal Compounds Of Yttrium Or Scandium,Hong Kong,2012,42250,42250.0
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Vietnam,2017,3330,3330.0
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",Japan,2017,75834147,75816992.0
7226 Fl-rl Alloy Steel Nesoi Un 600mm Wide,Taiwan,2014,695216,695216.0
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Taiwan,2016,4066094,3705948.0
2846 Rare-earth Metal Compounds Of Yttrium Or Scandium,Japan,2012,109291226,92680447.0
"8111 Manganese And Artcles Thereof, Inc Waste And Scrap",Vietnam,2012,1052860,1199348.0
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",Singapore,2015,302513,302513.0
2614 Titanium Ores And Concentrates,Taiwan,2016,4198,4198.0
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Singapore,2012,22777182,22777182.0
7226 Fl-rl Alloy Steel Nesoi Un 600mm Wide,Thailand,2011,1006707,1006707.0
"3910 Silicones, In Primary Forms",Japan,2013,119257636,118330948.0
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Singapore,2019,6946301,6946301.0
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",Japan,2013,22284774,22284774.0
"3910 Silicones, In Primary Forms",Malaysia,2018,2337543,2337543.0
"3910 Silicones, In Primary Forms",Vietnam,2015,486,486.0
"3910 Silicones, In Primary Forms",Japan,2019,138396191,135141842.0
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Taiwan,2019,14996062,14996062.0
7226 Fl-rl Alloy Steel Nesoi Un 600mm Wide,Taiwan,2012,2557709,2557709.0
7225 Fl-rl Alloy Steel Nesoi Nun 600mm Wide,Taiwan,2012,48103618,48103618.0
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles","Korea, South",2011,5765444,5765444.0
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap","Korea, South",2016,185948,185948.0
"3910 Silicones, In Primary Forms",Malaysia,2016,7209,7209.0
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Malaysia,2013,50000,50000.0
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Japan,2017,50581819,50551701.0
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Vietnam,2019,43696,43696.0
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",Japan,2018,128432186,128479194.0
"8108 Titanium & Articles Thereof, Includ Waste & Scrap","Korea, South",2012,8293309,8293309.0
2820 Manganese Oxides,Singapore,2017,106875,106875.0
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Japan,2018,39498474,39498474.0
2820 Manganese Oxides,"Korea, South",2013,697410,697410.0
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles",Japan,2016,6021555,6021555.0
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Japan,2012,52000932,52000932.0
7226 Fl-rl Alloy Steel Nesoi Un 600mm Wide,"Korea, South",2013,357529,357529.0
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm","Korea, South",2014,190446107,190446107.0
2846 Rare-earth Metal Compounds Of Yttrium Or Scandium,Japan,2015,33163987,24074723.0
8110 Antimony And Artcls Throf Incl Waste And Scrap,Vietnam,2017,4630076,4630076.0
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Thailand,2013,147317,147317.0
2846 Rare-earth Metal Compounds Of Yttrium Or Scandium,Hong Kong,2017,44590,44590.0
2504 Natural Graphite,Hong Kong,2018,1116000,1116000.0
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Taiwan,2019,4634778,5097061.0
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",Hong Kong,2011,4201,4201.0
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Thailand,2019,2934,2934.0
8110 Antimony And Artcls Throf Incl Waste And Scrap,Singapore,2018,203590,203590.0
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Taiwan,2020,23524350,23524350.0
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles",Singapore,2015,107638,107638.0
2820 Manganese Oxides,"Korea, South",2019,2463950,2463950.0
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",Thailand,2012,227565,227565.0
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Hong Kong,2017,14916,14916.0
2504 Natural Graphite,Japan,2012,4121163,4121163.0
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",Taiwan,2011,123588,123588.0
8110 Antimony And Artcls Throf Incl Waste And Scrap,Japan,2012,317533,317533.0
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",Thailand,2020,6931,6931.0
"3910 Silicones, In Primary Forms","Korea, South",2020,8256237,8270967.0
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles",Japan,2015,3199180,3199180.0
7226 Fl-rl Alloy Steel Nesoi Un 600mm Wide,Japan,2018,40031651,40031651.0
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Taiwan,2012,38384,38384.0
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Singapore,2016,6807722,6807722.0
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles","Korea, South",2014,10400853,10400853.0
2504 Natural Graphite,"Korea, South",2011,12617,12617.0
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Philippines,2013,66260,66260.0
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Cambodia,2016,4130,4130.0
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Indonesia,2013,150701,150701.0
2846 Rare-earth Metal Compounds Of Yttrium Or Scandium,Taiwan,2015,33941,33941.0
8110 Antimony And Artcls Throf Incl Waste And Scrap,Hong Kong,2014,589014,589014.0
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles",Hong Kong,2016,567818,567818.0
7225 Fl-rl Alloy Steel Nesoi Nun 600mm Wide,Singapore,2018,6000,6000.0
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles",Japan,2012,10759674,10759674.0
2846 Rare-earth Metal Compounds Of Yttrium Or Scandium,Malaysia,2015,2841061,2841061.0
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles",Japan,2014,10604636,9352025.0
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles",Taiwan,2015,4994466,4994466.0
2604 Nickel Ores And Concentrates,Thailand,2013,3245,3245.0
282520 Lithium Oxide And Hydroxide,Japan,2011,108946,108946.0
282520 Lithium Oxide And Hydroxide,"Korea, South",2012,74826,74826.0
282520 Lithium Oxide And Hydroxide,Hong Kong,2012,8822,8822.0
282520 Lithium Oxide And Hydroxide,Japan,2012,2644,2644.0
282520 Lithium Oxide And Hydroxide,"Korea, South",2013,8619,8619.0
282520 Lithium Oxide And Hydroxide,Japan,2013,44767,44767.0
282520 Lithium Oxide And Hydroxide,"Korea, South",2014,3851,3851.0
282520 Lithium Oxide And Hydroxide,Japan,2014,123215,123215.0
282520 Lithium Oxide And Hydroxide,"Korea, South",2015,97184,97184.0
282520 Lithium Oxide And Hydroxide,Taiwan,2015,4800,4800.0
282520 Lithium Oxide And Hydroxide,Japan,2015,38841,38841.0
282520 Lithium Oxide And Hydroxide,"Korea, South",2016,20135,20135.0
282520 Lithium Oxide And Hydroxide,Hong Kong,2016,10100,10100.0
282520 Lithium Oxide And Hydroxide,Japan,2016,14487,14487.0
282520 Lithium Oxide And Hydroxide,"Korea, South",2017,312680,312680.0
282520 Lithium Oxide And Hydroxide,Taiwan,2017,28500,28500.0
282520 Lithium Oxide And Hydroxide,Japan,2017,35513,35513.0
282520 Lithium Oxide And Hydroxide,"Korea, South",2018,25046,25046.0
282520 Lithium Oxide And Hydroxide,Hong Kong,2018,192000,192000.0
282520 Lithium Oxide And Hydroxide,Japan,2018,210749,210749.0
282520 Lithium Oxide And Hydroxide,"Korea, South",2019,3968,3968.0
282520 Lithium Oxide And Hydroxide,Japan,2019,72009,72009.0
282520 Lithium Oxide And Hydroxide,Taiwan,2020,12812,12812.0
282520 Lithium Oxide And Hydroxide,Japan,2020,87342,87342.0
282540 Nickel Oxides And Hydroxides,Philippines,2011,760564,760564.0
282540 Nickel Oxides And Hydroxides,Taiwan,2011,187200,187200.0
282540 Nickel Oxides And Hydroxides,Japan,2011,2148606,2148606.0
282540 Nickel Oxides And Hydroxides,Philippines,2012,884145,884145.0
282540 Nickel Oxides And Hydroxides,"Korea, South",2012,60000,60000.0
282540 Nickel Oxides And Hydroxides,Taiwan,2012,374000,374000.0
282540 Nickel Oxides And Hydroxides,Japan,2012,2474589,2474589.0
282540 Nickel Oxides And Hydroxides,Philippines,2013,3052782,3052782.0
282540 Nickel Oxides And Hydroxides,Japan,2013,3057278,3057278.0
282540 Nickel Oxides And Hydroxides,Philippines,2014,2370259,2370259.0
282540 Nickel Oxides And Hydroxides,Japan,2014,4234349,4234349.0
282540 Nickel Oxides And Hydroxides,Philippines,2015,1726603,1726603.0
282540 Nickel Oxides And Hydroxides,"Korea, South",2015,2400,2400.0
282540 Nickel Oxides And Hydroxides,Japan,2015,2774789,2774789.0
282540 Nickel Oxides And Hydroxides,Philippines,2016,2376822,2376822.0
282540 Nickel Oxides And Hydroxides,Japan,2016,3355713,3355713.0
282540 Nickel Oxides And Hydroxides,Philippines,2017,3838018,3838018.0
282540 Nickel Oxides And Hydroxides,"Korea, South",2017,140329,140329.0
282540 Nickel Oxides And Hydroxides,Japan,2017,5760238,5760238.0
282540 Nickel Oxides And Hydroxides,Philippines,2018,2235737,2235737.0
282540 Nickel Oxides And Hydroxides,"Korea, South",2018,344014,344014.0
282540 Nickel Oxides And Hydroxides,Hong Kong,2018,6000,6000.0
282540 Nickel Oxides And Hydroxides,Japan,2018,4228592,4228592.0
282540 Nickel Oxides And Hydroxides,Philippines,2019,2095330,2095330.0
282540 Nickel Oxides And Hydroxides,"Korea, South",2019,113461,113461.0
282540 Nickel Oxides And Hydroxides,Japan,2019,4357678,4357678.0
282540 Nickel Oxides And Hydroxides,Malaysia,2020,2427,2427.0
282540 Nickel Oxides And Hydroxides,Philippines,2020,2122723,2122723.0
282540 Nickel Oxides And Hydroxides,"Korea, South",2020,272052,272052.0
282540 Nickel Oxides And Hydroxides,Japan,2020,3387801,3387801.0
282550 Copper Oxides And Hydroxides,"Korea, South",2011,223296,223296.0
282550 Copper Oxides And Hydroxides,Hong Kong,2011,432750,432750.0
282550 Copper Oxides And Hydroxides,Japan,2011,62488,62488.0
282550 Copper Oxides And Hydroxides,Singapore,2012,33750,33750.0
282550 Copper Oxides And Hydroxides,Hong Kong,2012,356349,356349.0
282550 Copper Oxides And Hydroxides,Taiwan,2012,2811,2811.0
282550 Copper Oxides And Hydroxides,Japan,2012,21089,21089.0
282550 Copper Oxides And Hydroxides,Singapore,2013,178600,178600.0
282550 Copper Oxides And Hydroxides,"Korea, South",2013,13200,13200.0
282550 Copper Oxides And Hydroxides,Hong Kong,2013,202700,202700.0
282550 Copper Oxides And Hydroxides,Taiwan,2013,15089,15089.0
282550 Copper Oxides And Hydroxides,Japan,2013,91088,91088.0
282550 Copper Oxides And Hydroxides,Singapore,2014,411472,411472.0
282550 Copper Oxides And Hydroxides,"Korea, South",2014,106092,106092.0
282550 Copper Oxides And Hydroxides,Hong Kong,2014,260906,260906.0
282550 Copper Oxides And Hydroxides,Taiwan,2014,14980,14980.0
282550 Copper Oxides And Hydroxides,Japan,2014,34618,34618.0
282550 Copper Oxides And Hydroxides,Singapore,2015,385776,385776.0
282550 Copper Oxides And Hydroxides,"Korea, South",2015,99150,99150.0
282550 Copper Oxides And Hydroxides,Hong Kong,2015,150124,150124.0
282550 Copper Oxides And Hydroxides,Taiwan,2015,1010396,1010396.0
282550 Copper Oxides And Hydroxides,Japan,2015,38599,38599.0
282550 Copper Oxides And Hydroxides,Singapore,2016,432000,432000.0
282550 Copper Oxides And Hydroxides,"Korea, South",2016,115500,115500.0
282550 Copper Oxides And Hydroxides,Hong Kong,2016,134061,134061.0
282550 Copper Oxides And Hydroxides,Taiwan,2016,500850,500850.0
282550 Copper Oxides And Hydroxides,Singapore,2017,886306,886306.0
282550 Copper Oxides And Hydroxides,"Korea, South",2017,185384,185384.0
282550 Copper Oxides And Hydroxides,Hong Kong,2017,113438,113438.0
282550 Copper Oxides And Hydroxides,Taiwan,2017,194240,194240.0
282550 Copper Oxides And Hydroxides,Japan,2017,60767,60767.0
282550 Copper Oxides And Hydroxides,Singapore,2018,346620,346620.0
282550 Copper Oxides And Hydroxides,"Korea, South",2018,64820,64820.0
282550 Copper Oxides And Hydroxides,Hong Kong,2018,116687,116687.0
282550 Copper Oxides And Hydroxides,Taiwan,2018,670005,670005.0
282550 Copper Oxides And Hydroxides,Japan,2018,39017,39017.0
282550 Copper Oxides And Hydroxides,Singapore,2019,456225,456225.0
282550 Copper Oxides And Hydroxides,"Korea, South",2019,94558,94558.0
282550 Copper Oxides And Hydroxides,Hong Kong,2019,55691,55691.0
282550 Copper Oxides And Hydroxides,Taiwan,2019,421510,421510.0
282550 Copper Oxides And Hydroxides,Japan,2019,72798,72798.0
282550 Copper Oxides And Hydroxides,"Korea, South",2020,77419,77419.0
282550 Copper Oxides And Hydroxides,Hong Kong,2020,106140,106140.0
282550 Copper Oxides And Hydroxides,Taiwan,2020,282906,282906.0
282550 Copper Oxides And Hydroxides,Japan,2020,168582,168582.0
282580 Antimony Oxides,Thailand,2011,2344000,2344000.0
282580 Antimony Oxides,Taiwan,2011,1054548,1054548.0
282580 Antimony Oxides,Japan,2011,2398329,2398329.0
282580 Antimony Oxides,Thailand,2012,920000,920000.0
282580 Antimony Oxides,Singapore,2012,25943,25943.0
282580 Antimony Oxides,Hong Kong,2012,669056,669056.0
282580 Antimony Oxides,Taiwan,2012,271600,271600.0
282580 Antimony Oxides,Japan,2012,3040863,3040863.0
282580 Antimony Oxides,Thailand,2013,5000000,5000000.0
282580 Antimony Oxides,Hong Kong,2013,190000,190000.0
282580 Antimony Oxides,Japan,2013,3037610,3037610.0
282580 Antimony Oxides,Thailand,2014,5800000,5800000.0
282580 Antimony Oxides,"Korea, South",2014,83575,83575.0
282580 Antimony Oxides,Hong Kong,2014,520000,520000.0
282580 Antimony Oxides,Taiwan,2014,4266,4266.0
282580 Antimony Oxides,Japan,2014,4210349,4210349.0
282580 Antimony Oxides,Thailand,2015,7740000,7740000.0
282580 Antimony Oxides,"Korea, South",2015,16384,16384.0
282580 Antimony Oxides,Hong Kong,2015,2752,2752.0
282580 Antimony Oxides,Japan,2015,3462692,3462692.0
